genotype,date,temp,food,pheromone,neuron,cell.ID,ID,area,mean,mode,min,max,IntDen,Median,RawIntDen,notes,line,rescaledASI,medianASI,medianASJ,rescaledASJ
ft7,12_6_16,27,OP50,0,ASJ,1914,daf28GFP_ft7_27-07.czi:z:17/19 - daf28GFP_ft7_27-07.czi #1,0.734,819.229,819,786,861,601.093,819,57346,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1915,daf28GFP_ft7_27-07.czi:z:8/19 - daf28GFP_ft7_27-07.czi #1,0.87,1329.771,1336,1157,1413,1156.893,1338,110371,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1916,daf28GFP_ft7_27-06.czi:z:10/16 - daf28GFP_ft7_27-06.czi #1,0.472,1100.4,1069,1026,1164,519.041,1097,49518,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1917,daf28GFP_ft7_27-06.czi:z:6/16 - daf28GFP_ft7_27-06.czi #1,1.667,1134.623,1142,972,1222,1890.98,1141,180405,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1918,daf28GFP_ft7_27-06.czi:z:12/16 - daf28GFP_ft7_27-06.czi #1,0.786,753.827,753,702,798,592.613,754,56537,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1919,daf28GFP_ft7_27-06.czi:z:4/16 - daf28GFP_ft7_27-06.czi #1,1.436,1009.358,1013,903,1088,1449.452,1013,138282,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1920,daf28GFP_ft7_27-05.czi:z:7/19 - daf28GFP_ft7_27-05.czi #1,0.493,1546.723,1518,1429,1609,761.989,1545,72696,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1921,daf28GFP_ft7_27-05.czi:z:13/19 - daf28GFP_ft7_27-05.czi #1,0.933,1335.337,1424,1147,1440,1245.717,1355,118845,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1922,daf28GFP_ft7_27-05.czi:z:15/19 - daf28GFP_ft7_27-05.czi #1,1.08,791.66,796,698,845,854.701,796,81541,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1923,daf28GFP_ft7_27-05.czi:z:8/19 - daf28GFP_ft7_27-05.czi #1,0.828,748.557,754,703,796,619.855,749,59136,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1924,daf28GFP_ft7_27-04.czi:z:12/20 - daf28GFP_ft7_27-04.czi #1,1.352,1116.535,1093,1030,1201,1509.734,1119,144033,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1925,daf28GFP_ft7_27-04.czi:z:10/20 - daf28GFP_ft7_27-04.czi #1,1.237,882.915,838,733,1034,1092.042,893,104184,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1926,daf28GFP_ft7_27-04.czi:z:16/20 - daf28GFP_ft7_27-04.czi #1,1.111,598.811,619,546,647,665.326,601,63474,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1927,daf28GFP_ft7_27-04.czi:z:5/20 - daf28GFP_ft7_27-04.czi #1,1.09,818.375,813,755,867,892.122,818,85111,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1928,daf28GFP_ft7_27-03.czi:z:12/18 - daf28GFP_ft7_27-03.czi #1,0.943,837.489,824,773,889,790.06,840,75374,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1929,daf28GFP_ft7_27-03.czi:z:8/18 - daf28GFP_ft7_27-03.czi #1,1.153,1182.718,1176,1040,1265,1363.679,1187,130099,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1930,daf28GFP_ft7_27-03.czi:z:13/18 - daf28GFP_ft7_27-03.czi #1,0.765,718.288,741,657,765,549.616,721,52435,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1931,daf28GFP_ft7_27-03.czi:z:6/18 - daf28GFP_ft7_27-03.czi #1,0.597,901.789,900,817,940,538.789,905,51402,,,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,162,ft7exgpa4_OP50_27_line1.czi:z:13/16 - ft7exgpa4_OP50_27_line1.czi #1,1.237,506.059,488,451,543,625.924,508,59715,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,163,ft7exgpa4_OP50_27_line1.czi:z:8/16 - ft7exgpa4_OP50_27_line1.czi #1,0.681,485.492,474,451,528,330.776,485,31557,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,164,ft7exgpa4_OP50_27_line1.czi:z:4/16 - ft7exgpa4_OP50_27_line1.czi #1,1.184,370.885,366,341,393,439.295,370,41910,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,165,ft7exgpa4_OP50_27_line1.czi:z:13/16 - ft7exgpa4_OP50_27_line1.czi #1,1.09,272.615,271,261,284,297.182,273,28352,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,166,ft7exgpa4_OP50_27_line1.czi:z:9/16 - ft7exgpa4_OP50_27_line1.czi #1,0.535,240.137,240,230,250,128.371,240,12247,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,167,ft7exgpa4_OP50_27_line1.czi:z:7/16 - ft7exgpa4_OP50_27_line1.czi #1,0.629,236.833,235,229,246,148.947,237,14210,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,168,ft7exgpa4_OP50_27_line1.czi:z:7/16 - ft7exgpa4_OP50_27_line1.czi #1,0.922,259.432,259,249,272,239.301,259,22830,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,169,ft7exgpa4_OP50_27_line1.czi:z:2/16 - ft7exgpa4_OP50_27_line1.czi #1,1.059,273.287,274,251,288,289.32,274,27602,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,170,ft7exgpa4_OP50_27_line1-02.czi:z:6/8 - ft7exgpa4_OP50_27_line1-02.czi #1,0.954,825.923,886,639,928,787.806,828,75159,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,171,ft7exgpa4_OP50_27_line1-02.czi:z:6/8 - ft7exgpa4_OP50_27_line1-02.czi #1,0.744,411.775,419,345,456,306.448,423,29236,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,172,ft7exgpa4_OP50_27_line1-03.czi:z:6/10 - ft7exgpa4_OP50_27_line1-03.czi #1,0.954,513.67,498,464,563,489.964,515,46744,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,173,ft7exgpa4_OP50_27_line1-03.czi:z:4/10 - ft7exgpa4_OP50_27_line1-03.czi #1,1.247,377.311,382,336,424,470.635,382,44900,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,174,ft7exgpa4_OP50_27_line1-03.czi:z:3/10 - ft7exgpa4_OP50_27_line1-03.czi #1,1.017,330.144,331,301,360,335.671,331,32024,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,175,ft7exgpa4_OP50_27_line1-03.czi:z:9/10 - ft7exgpa4_OP50_27_line1-03.czi #1,1.143,356.046,355,329,388,406.79,355,38809,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,176,ft7exgpa4_OP50_27_line1-04.czi:z:5/14 - ft7exgpa4_OP50_27_line1-04.czi #1,0.828,512.354,516,424,578,424.264,516,40476,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,177,ft7exgpa4_OP50_27_line1-04.czi:z:7/14 - ft7exgpa4_OP50_27_line1-04.czi #1,0.608,483.483,460,452,519,293.932,483,28042,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,178,ft7exgpa4_OP50_27_line1-04.czi:z:4/14 - ft7exgpa4_OP50_27_line1-04.czi #1,1.184,323.708,329,288,355,383.416,325,36579,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,179,ft7exgpa4_OP50_27_line1-04.czi:z:12/14 - ft7exgpa4_OP50_27_line1-04.czi #1,0.776,315.622,319,301,334,244.814,317,23356,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,180,ft7exgpa4_OP50_27_line1-05.czi:z:10/16 - ft7exgpa4_OP50_27_line1-05.czi #1,1.069,1074.608,1114,959,1184,1148.917,1085,109610,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,181,ft7exgpa4_OP50_27_line1-05.czi:z:8/16 - ft7exgpa4_OP50_27_line1-05.czi #1,0.797,1190.184,1131,1023,1338,948.126,1201,90454,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,182,ft7exgpa4_OP50_27_line1-05.czi:z:6/16 - ft7exgpa4_OP50_27_line1-05.czi #1,1.593,426.783,446,357,472,679.969,427,64871,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,183,ft7exgpa4_OP50_27_line1-05.czi:z:11/16 - ft7exgpa4_OP50_27_line1-05.czi #1,1.321,486.032,469,443,517,641.909,487,61240,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,184,ft7exgpa4_OP50_27_line1-06.czi:z:5/17 - ft7exgpa4_OP50_27_line1-06.czi #1,0.765,1272.89,1278,1156,1365,973.985,1278,92921,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,185,ft7exgpa4_OP50_27_line1-06.czi:z:7/17 - ft7exgpa4_OP50_27_line1-06.czi #1,0.66,1218.19,1259,1085,1300,804.441,1221,76746,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,186,ft7exgpa4_OP50_27_line1-06.czi:z:7/17 - ft7exgpa4_OP50_27_line1-06.czi #1,0.734,341.457,345,311,362,250.537,343,23902,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,187,ft7exgpa4_OP50_27_line1-06.czi:z:16/17 - ft7exgpa4_OP50_27_line1-06.czi #1,0.514,357.51,357,333,379,183.621,357,17518,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,188,ft7exgpa4_OP50_27_line1-07.czi:z:5/11 - ft7exgpa4_OP50_27_line1-07.czi #1,0.597,273.772,272,256,288,163.569,273,15605,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,189,ft7exgpa4_OP50_27_line1-07.czi:z:4/11 - ft7exgpa4_OP50_27_line1-07.czi #1,0.65,231.565,231,221,240,150.488,231,14357,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,190,ft7exgpa4_OP50_27_line1-07.czi:z:7/11 - ft7exgpa4_OP50_27_line1-07.czi #1,0.43,239.146,238,229,249,102.775,240,9805,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,191,ft7exgpa4_OP50_27_line1-07.czi:z:11/11 - ft7exgpa4_OP50_27_line1-07.czi #1,0.629,238.367,238,227,247,149.912,238,14302,,line1,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,192,ft7exgpa4_OP50_27_line2.czi:z:6/15 - ft7exgpa4_OP50_27_line2.czi #1,0.346,1287.818,1242,1185,1369,445.458,1303,42498,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,193,ft7exgpa4_OP50_27_line2.czi:z:4/15 - ft7exgpa4_OP50_27_line2.czi #1,0.43,1166.122,1057,1057,1226,501.148,1177,47811,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,194,ft7exgpa4_OP50_27_line2.czi:z:5/15 - ft7exgpa4_OP50_27_line2.czi #1,0.786,555.907,543,515,589,437.02,554,41693,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,195,ft7exgpa4_OP50_27_line2.czi:z:13/15 - ft7exgpa4_OP50_27_line2.czi #1,0.797,431.908,429,403,463,344.067,431,32825,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,196,ft7exgpa4_OP50_27_line2-02.czi:z:4/12 - ft7exgpa4_OP50_27_line2-02.czi #1,0.566,315.556,313,290,339,178.611,316,17040,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,197,ft7exgpa4_OP50_27_line2-02.czi:z:4/12 - ft7exgpa4_OP50_27_line2-02.czi #1,0.514,404.918,396,386,433,207.971,406,19841,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,198,ft7exgpa4_OP50_27_line2-02.czi:z:7/12 - ft7exgpa4_OP50_27_line2-02.czi #1,0.514,407.714,405,393,433,209.407,405,19978,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,199,ft7exgpa4_OP50_27_line2-02.czi:z:6/12 - ft7exgpa4_OP50_27_line2-02.czi #1,1.163,383.09,390,359,417,445.72,384,42523,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,200,ft7exgpa4_OP50_27_line2-03.czi:z:7/13 - ft7exgpa4_OP50_27_line2-03.czi #1,0.356,329.824,328,314,342,117.544,330,11214,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,201,ft7exgpa4_OP50_27_line2-03.czi:z:7/13 - ft7exgpa4_OP50_27_line2-03.czi #1,1.101,270.695,270,256,287,297.926,271,28423,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,202,ft7exgpa4_OP50_27_line2-03.czi:z:7/13 - ft7exgpa4_OP50_27_line2-03.czi #1,0.922,418.023,403,382,454,385.586,419,36786,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,203,ft7exgpa4_OP50_27_line2-03.czi:z:10/13 - ft7exgpa4_OP50_27_line2-03.czi #1,2.306,307.023,311,284,327,707.997,308,67545,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,204,ft7exgpa4_OP50_27_line2-04.czi:z:6/13 - ft7exgpa4_OP50_27_line2-04.czi #1,0.545,426.808,417,395,453,232.634,427,22194,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,205,ft7exgpa4_OP50_27_line2-04.czi:z:10/13 - ft7exgpa4_OP50_27_line2-04.czi #1,0.514,355.204,357,325,377,182.437,357,17405,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,206,ft7exgpa4_OP50_27_line2-04.czi:z:5/13 - ft7exgpa4_OP50_27_line2-04.czi #1,0.849,263.259,259,241,283,223.515,262,21324,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,207,ft7exgpa4_OP50_27_line2-04.czi:z:12/13 - ft7exgpa4_OP50_27_line2-04.czi #1,1.184,261.655,264,251,274,309.917,262,29567,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,208,ft7exgpa4_OP50_27_line2-05.czi:z:12/17 - ft7exgpa4_OP50_27_line2-05.czi #1,0.535,694.608,649,565,803,371.32,703,35425,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,209,ft7exgpa4_OP50_27_line2-05.czi:z:8/17 - ft7exgpa4_OP50_27_line2-05.czi #1,1.069,846.755,874,756,894,905.308,853,86369,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,210,ft7exgpa4_OP50_27_line2-05.czi:z:3/17 - ft7exgpa4_OP50_27_line2-05.czi #1,0.891,409.094,402,373,443,364.486,408,34773,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,211,ft7exgpa4_OP50_27_line2-05.czi:z:12/17 - ft7exgpa4_OP50_27_line2-05.czi #1,0.66,428.19,428,403,452,282.759,428,26976,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,212,ft7exgpa4_OP50_27_line2-06.czi:z:6/14 - ft7exgpa4_OP50_27_line2-06.czi #1,0.461,282.386,284,274,293,130.237,282,12425,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,213,ft7exgpa4_OP50_27_line2-06.czi:z:5/14 - ft7exgpa4_OP50_27_line2-06.czi #1,0.451,265.628,264,254,276,119.724,266,11422,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,214,ft7exgpa4_OP50_27_line2-06.czi:z:6/14 - ft7exgpa4_OP50_27_line2-06.czi #1,0.671,331.828,329,310,359,222.603,331,21237,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,215,ft7exgpa4_OP50_27_line2-06.czi:z:12/14 - ft7exgpa4_OP50_27_line2-06.czi #1,1.101,310,312,291,326,341.185,310,32550,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,216,ft7exgpa4_OP50_27_line2-07.czi:z:8/12 - ft7exgpa4_OP50_27_line2-07.czi #1,1.027,499.653,489,442,559,513.255,501,48966,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,217,ft7exgpa4_OP50_27_line2-07.czi:z:10/12 - ft7exgpa4_OP50_27_line2-07.czi #1,0.493,571.83,559,507,632,281.71,565,26876,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,218,ft7exgpa4_OP50_27_line2-07.czi:z:4/12 - ft7exgpa4_OP50_27_line2-07.czi #1,0.922,545.659,557,503,579,503.318,545,48018,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,219,ft7exgpa4_OP50_27_line2-07.czi:z:6/12 - ft7exgpa4_OP50_27_line2-07.czi #1,0.692,431.424,422,396,461,298.46,433,28474,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,220,ft7exgpa4_OP50_27_line2-08.czi:z:12/15 - ft7exgpa4_OP50_27_line2-08.czi #1,1.216,755.353,740,606,861,918.431,762,87621,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,221,ft7exgpa4_OP50_27_line2-08.czi:z:8/15 - ft7exgpa4_OP50_27_line2-08.czi #1,0.755,735.514,760,591,816,555.088,754,52957,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,222,ft7exgpa4_OP50_27_line2-08.czi:z:7/15 - ft7exgpa4_OP50_27_line2-08.czi #1,1.342,400.727,381,341,457,537.646,401,51293,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,223,ft7exgpa4_OP50_27_line2-08.czi:z:14/15 - ft7exgpa4_OP50_27_line2-08.czi #1,1.205,332.417,332,299,368,400.701,332,38228,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,224,ft7exgpa4_OP50_27_line2-09.czi:z:9/11 - ft7exgpa4_OP50_27_line2-09.czi #1,0.618,1076.373,950,808,1257,665.661,1110,63506,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,225,ft7exgpa4_OP50_27_line2-09.czi:z:7/11 - ft7exgpa4_OP50_27_line2-09.czi #1,1.908,1064.352,1005,821,1288,2030.462,1056,193712,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,226,ft7exgpa4_OP50_27_line2-09.czi:z:8/11 - ft7exgpa4_OP50_27_line2-09.czi #1,0.975,522.559,532,453,572,509.397,529,48598,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,227,ft7exgpa4_OP50_27_line2-09.czi:z:4/11 - ft7exgpa4_OP50_27_line2-09.czi #1,2.023,501.699,473,446,578,1014.937,500,96828,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,228,ft7exgpa4_OP50_27_line2-10.czi:z:8/10 - ft7exgpa4_OP50_27_line2-10.czi #1,0.828,281,279,266,296,232.687,281,22199,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,229,ft7exgpa4_OP50_27_line2-10.czi:z:7/10 - ft7exgpa4_OP50_27_line2-10.czi #1,0.314,242.8,241,235,252,76.35,242,7284,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,230,ft7exgpa4_OP50_27_line2-10.czi:z:3/10 - ft7exgpa4_OP50_27_line2-10.czi #1,1.09,351.029,361,283,378,382.661,356,36507,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,231,ft7exgpa4_OP50_27_line2-10.czi:z:4/10 - ft7exgpa4_OP50_27_line2-10.czi #1,0.818,269.654,267,252,284,220.465,270,21033,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,232,ft7exgpa4_OP50_27_line2-11.czi:z:4/13 - ft7exgpa4_OP50_27_line2-11.czi #1,0.786,361.133,366,344,377,283.901,362,27085,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,233,ft7exgpa4_OP50_27_line2-11.czi:z:5/13 - ft7exgpa4_OP50_27_line2-11.czi #1,0.765,336.589,334,295,358,257.55,338,24571,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,234,ft7exgpa4_OP50_27_line2-11.czi:z:8/13 - ft7exgpa4_OP50_27_line2-11.czi #1,1.143,341.706,337,323,366,390.407,341,37246,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,235,ft7exgpa4_OP50_27_line2-11.czi:z:9/13 - ft7exgpa4_OP50_27_line2-11.czi #1,1.792,353.865,356,320,379,634.268,355,60511,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,236,ft7exgpa4_OP50_27_line2-12.czi:z:4/10 - ft7exgpa4_OP50_27_line2-12.czi #1,1.53,380.048,386,332,415,581.607,381,55487,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,237,ft7exgpa4_OP50_27_line2-12.czi:z:4/10 - ft7exgpa4_OP50_27_line2-12.czi #1,0.482,364.935,367,337,388,175.959,366,16787,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,238,ft7exgpa4_OP50_27_line2-12.czi:z:9/10 - ft7exgpa4_OP50_27_line2-12.czi #1,0.943,404.478,405,387,426,381.571,405,36403,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,239,ft7exgpa4_OP50_27_line2-12.czi:z:8/10 - ft7exgpa4_OP50_27_line2-12.czi #1,0.755,397.972,406,361,428,300.347,403,28654,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,240,ft7exgpa4_OP50_27_line2-13.czi:z:10/13 - ft7exgpa4_OP50_27_line2-13.czi #1,0.377,301.861,304,291,316,113.906,301,10867,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,241,ft7exgpa4_OP50_27_line2-13.czi:z:9/13 - ft7exgpa4_OP50_27_line2-13.czi #1,0.43,244.366,239,237,257,105.018,244,10019,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,242,ft7exgpa4_OP50_27_line2-13.czi:z:10/13 - ft7exgpa4_OP50_27_line2-13.czi #1,0.933,289.989,294,274,309,270.526,291,25809,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,243,ft7exgpa4_OP50_27_line2-13.czi:z:4/13 - ft7exgpa4_OP50_27_line2-13.czi #1,0.639,338.098,339,316,354,216.178,339,20624,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,244,ft7exgpa4_OP50_27_line2-14.czi:z:18/22 - ft7exgpa4_OP50_27_line2-14.czi #1,0.514,293.429,292,282,304,150.708,293,14378,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,245,ft7exgpa4_OP50_27_line2-14.czi:z:10/22 - ft7exgpa4_OP50_27_line2-14.czi #1,0.87,268.88,270,254,283,233.924,269,22317,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,246,ft7exgpa4_OP50_27_line2-14.czi:z:14/22 - ft7exgpa4_OP50_27_line2-14.czi #1,0.88,311.512,311,295,329,274.279,312,26167,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,247,ft7exgpa4_OP50_27_line2-14.czi:z:4/22 - ft7exgpa4_OP50_27_line2-14.czi #1,0.765,334.411,329,320,357,255.883,334,24412,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,248,ft7exgpa4_OP50_27_line2-15.czi:z:5/18 - ft7exgpa4_OP50_27_line2-15.czi #1,0.964,323.652,330,300,341,312.108,325,29776,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASI,249,ft7exgpa4_OP50_27_line2-15.czi:z:10/18 - ft7exgpa4_OP50_27_line2-15.czi #1,0.797,302.855,295,281,319,241.261,303,23017,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,250,ft7exgpa4_OP50_27_line2-15.czi:z:6/18 - ft7exgpa4_OP50_27_line2-15.czi #1,0.891,354.8,361,326,373,316.112,355,30158,,line2,,,,
ft7exgpa4,12_20_17,27,OP50,0,ASJ,251,ft7exgpa4_OP50_27_line2-15.czi:z:17/18 - ft7exgpa4_OP50_27_line2-15.czi #1,2.275,325.217,322,297,348,739.726,326,70572,,line2,,,,
N2,12_20_17,27,OP50,0,ASI,252,N2_OP50_27_NA.czi:z:5/23 - N2_OP50_27_NA.czi #1,1.237,1234.271,1220,1129,1318,1526.62,1240,145644,,NA,,,,
N2,12_20_17,27,OP50,0,ASI,253,N2_OP50_27_NA.czi:z:14/23 - N2_OP50_27_NA.czi #1,1.478,1172.567,1186,863,1312,1732.987,1196,165332,,NA,,,,
N2,12_20_17,27,OP50,0,ASJ,254,N2_OP50_27_NA.czi:z:9/23 - N2_OP50_27_NA.czi #1,0.587,636.161,627,590,674,373.416,638,35625,,NA,,,,
N2,12_20_17,27,OP50,0,ASJ,255,N2_OP50_27_NA.czi:z:21/23 - N2_OP50_27_NA.czi #1,1.143,437.991,436,415,464,500.414,437,47741,,NA,,,,
N2,12_20_17,27,OP50,0,ASI,256,N2_OP50_27_NA-02.czi:z:8/19 - N2_OP50_27_NA-02.czi #1,0.545,1008.865,1012,908,1070,549.889,1014,52461,,NA,,,,
N2,12_20_17,27,OP50,0,ASI,257,N2_OP50_27_NA-02.czi:z:14/19 - N2_OP50_27_NA-02.czi #1,0.377,721.861,698,671,758,272.392,727,25987,,NA,,,,
N2,12_20_17,27,OP50,0,ASJ,258,N2_OP50_27_NA-02.czi:z:19/19 - N2_OP50_27_NA-02.czi #1,0.493,367.979,373,348,394,181.284,368,17295,,NA,,,,
N2,12_20_17,27,OP50,0,ASJ,259,N2_OP50_27_NA-02.czi:z:3/19 - N2_OP50_27_NA-02.czi #1,1.048,540.67,548,492,568,566.723,546,54067,,NA,,,,
N2,12_20_17,27,OP50,0,ASI,260,N2_OP50_27_NA-03.czi:z:4/20 - N2_OP50_27_NA-03.czi #1,0.734,1016.457,1009,929,1092,745.805,1018,71152,,NA,,,,
N2,12_20_17,27,OP50,0,ASI,261,N2_OP50_27_NA-03.czi:z:15/20 - N2_OP50_27_NA-03.czi #1,0.765,957.973,974,853,1017,733.017,969,69932,,NA,,,,
N2,12_20_17,27,OP50,0,ASJ,262,N2_OP50_27_NA-03.czi:z:5/20 - N2_OP50_27_NA-03.czi #1,0.765,604.315,621,546,648,462.407,608,44115,,NA,,,,
N2,12_20_17,27,OP50,0,ASJ,263,N2_OP50_27_NA-03.czi:z:20/20 - N2_OP50_27_NA-03.czi #1,1.069,457.598,454,429,483,489.241,457,46675,,NA,,,,
N2,12_20_17,27,OP50,0,ASI,264,N2_OP50_27_NA-04.czi:z:14/21 - N2_OP50_27_NA-04.czi #1,1.321,383.151,400,344,415,506.033,387,48277,,NA,,,,
N2,12_20_17,27,OP50,0,ASI,265,N2_OP50_27_NA-04.czi:z:4/21 - N2_OP50_27_NA-04.czi #1,0.702,510.836,510,459,540,358.752,514,34226,,NA,,,,
N2,12_20_17,27,OP50,0,ASJ,266,N2_OP50_27_NA-04.czi:z:19/21 - N2_OP50_27_NA-04.czi #1,0.524,370.3,382,355,392,194.072,369,18515,,NA,,,,
